Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1060595,-,b'Idaho',b'United States',44.24,-115.07,0,2043,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Year,Month,Day,Hour,Minute,DHI,GHI,DNI
2020,1,1,0,0,4,4,0
2020,1,1,0,10,0,0,0
2020,1,1,0,20,0,0,0
2020,1,1,0,30,0,0,0
2020,1,1,0,40,0,0,0
2020,1,1,0,50,0,0,0
2020,1,1,1,0,0,0,0
2020,1,1,1,10,0,0,0
2020,1,1,1,20,0,0,0
2020,1,1,1,30,0,0,0
2020,1,1,1,40,0,0,0
2020,1,1,1,50,0,0,0
2020,1,1,2,0,0,0,0
2020,1,1,2,10,0,0,0
2020,1,1,2,20,0,0,0
2020,1,1,2,30,0,0,0
2020,1,1,2,40,0,0,0
2020,1,1,2,50,0,0,0
2020,1,1,3,0,0,0,0
2020,1,1,3,10,0,0,0
2020,1,1,3,20,0,0,0
2020,1,1,3,30,0,0,0
2020,1,1,3,40,0,0,0
2020,1,1,3,50,0,0,0
2020,1,1,4,0,0,0,0
2020,1,1,4,10,0,0,0
2020,1,1,4,20,0,0,0
2020,1,1,4,30,0,0,0
2020,1,1,4,40,0,0,0
2020,1,1,4,50,0,0,0
2020,1,1,5,0,0,0,0
2020,1,1,5,10,0,0,0
2020,1,1,5,20,0,0,0
2020,1,1,5,30,0,0,0
2020,1,1,5,40,0,0,0
2020,1,1,5,50,0,0,0
2020,1,1,6,0,0,0,0
2020,1,1,6,10,0,0,0
2020,1,1,6,20,0,0,0
2020,1,1,6,30,0,0,0
2020,1,1,6,40,0,0,0
2020,1,1,6,50,0,0,0
2020,1,1,7,0,0,0,0
2020,1,1,7,10,0,0,0
2020,1,1,7,20,0,0,0
2020,1,1,7,30,0,0,0
2020,1,1,7,40,0,0,0
2020,1,1,7,50,0,0,0
2020,1,1,8,0,0,0,0
2020,1,1,8,10,0,0,0
2020,1,1,8,20,0,0,0
2020,1,1,8,30,0,0,0
2020,1,1,8,40,0,0,0
2020,1,1,8,50,0,0,0
2020,1,1,9,0,0,0,0
2020,1,1,9,10,0,0,0
2020,1,1,9,20,0,0,0
2020,1,1,9,30,0,0,0
2020,1,1,9,40,0,0,0
2020,1,1,9,50,0,0,0
2020,1,1,10,0,0,0,0
2020,1,1,10,10,0,0,0
2020,1,1,10,20,0,0,0
2020,1,1,10,30,0,0,0
2020,1,1,10,40,0,0,0
2020,1,1,10,50,0,0,0
2020,1,1,11,0,0,0,0
2020,1,1,11,10,0,0,0
2020,1,1,11,20,0,0,0
2020,1,1,11,30,0,0,0
2020,1,1,11,40,0,0,0
2020,1,1,11,50,0,0,0
2020,1,1,12,0,0,0,0
2020,1,1,12,10,0,0,0
2020,1,1,12,20,0,0,0
2020,1,1,12,30,0,0,0
2020,1,1,12,40,0,0,0
2020,1,1,12,50,0,0,0
2020,1,1,13,0,0,0,0
2020,1,1,13,10,0,0,0
2020,1,1,13,20,0,0,0
2020,1,1,13,30,0,0,0
2020,1,1,13,40,0,0,0
2020,1,1,13,50,0,0,0
2020,1,1,14,0,0,0,0
2020,1,1,14,10,0,0,0
2020,1,1,14,20,0,0,0
2020,1,1,14,30,0,0,0
2020,1,1,14,40,0,0,0
2020,1,1,14,50,0,0,0
2020,1,1,15,0,0,0,0
2020,1,1,15,10,0,0,0
2020,1,1,15,20,0,0,0
2020,1,1,15,30,9,9,0
2020,1,1,15,40,17,17,0
2020,1,1,15,50,24,24,0
2020,1,1,16,0,24,24,0
2020,1,1,16,10,36,36,0
2020,1,1,16,20,42,42,0
2020,1,1,16,30,50,50,0
2020,1,1,16,40,58,58,0
2020,1,1,16,50,61,61,0
2020,1,1,17,0,71,71,0
2020,1,1,17,10,73,73,0
2020,1,1,17,20,80,80,0
2020,1,1,17,30,92,92,0
2020,1,1,17,40,109,113,15
2020,1,1,17,50,74,74,0
2020,1,1,18,0,119,125,16
2020,1,1,18,10,131,239,324
2020,1,1,18,20,125,266,409
2020,1,1,18,30,112,112,0
2020,1,1,18,40,140,148,24
2020,1,1,18,50,141,150,22
2020,1,1,19,0,141,148,19
2020,1,1,19,10,144,152,21
2020,1,1,19,20,134,137,8
2020,1,1,19,30,72,367,764
2020,1,1,19,40,87,356,693
2020,1,1,19,50,169,198,75
2020,1,1,20,0,121,121,0
2020,1,1,20,10,150,294,377
2020,1,1,20,20,81,350,711
2020,1,1,20,30,71,352,751
2020,1,1,20,40,68,347,758
2020,1,1,20,50,140,150,27
2020,1,1,21,0,150,174,69
2020,1,1,21,10,147,175,84
2020,1,1,21,20,114,115,4
2020,1,1,21,30,72,72,0
2020,1,1,21,40,94,246,497
2020,1,1,21,50,103,215,388
2020,1,1,22,0,46,46,0
2020,1,1,22,10,106,128,86
2020,1,1,22,20,91,97,24
2020,1,1,22,30,84,91,28
2020,1,1,22,40,68,68,0
2020,1,1,22,50,51,51,0
2020,1,1,23,0,41,41,0
2020,1,1,23,10,40,40,0
2020,1,1,23,20,25,25,0
2020,1,1,23,30,22,22,0
2020,1,1,23,40,20,20,0
2020,1,1,23,50,15,15,0
2020,1,2,0,0,5,5,0
2020,1,2,0,10,0,0,0
2020,1,2,0,20,0,0,0
2020,1,2,0,30,0,0,0
2020,1,2,0,40,0,0,0
2020,1,2,0,50,0,0,0
2020,1,2,1,0,0,0,0
2020,1,2,1,10,0,0,0
2020,1,2,1,20,0,0,0
2020,1,2,1,30,0,0,0
2020,1,2,1,40,0,0,0
2020,1,2,1,50,0,0,0
2020,1,2,2,0,0,0,0
2020,1,2,2,10,0,0,0
2020,1,2,2,20,0,0,0
2020,1,2,2,30,0,0,0
2020,1,2,2,40,0,0,0
2020,1,2,2,50,0,0,0
2020,1,2,3,0,0,0,0
2020,1,2,3,10,0,0,0
2020,1,2,3,20,0,0,0
2020,1,2,3,30,0,0,0
2020,1,2,3,40,0,0,0
2020,1,2,3,50,0,0,0
2020,1,2,4,0,0,0,0
2020,1,2,4,10,0,0,0
2020,1,2,4,20,0,0,0
2020,1,2,4,30,0,0,0
2020,1,2,4,40,0,0,0
2020,1,2,4,50,0,0,0
2020,1,2,5,0,0,0,0
2020,1,2,5,10,0,0,0
2020,1,2,5,20,0,0,0
2020,1,2,5,30,0,0,0
2020,1,2,5,40,0,0,0
2020,1,2,5,50,0,0,0
2020,1,2,6,0,0,0,0
2020,1,2,6,10,0,0,0
2020,1,2,6,20,0,0,0
2020,1,2,6,30,0,0,0
2020,1,2,6,40,0,0,0
2020,1,2,6,50,0,0,0
2020,1,2,7,0,0,0,0
2020,1,2,7,10,0,0,0
2020,1,2,7,20,0,0,0
2020,1,2,7,30,0,0,0
2020,1,2,7,40,0,0,0
2020,1,2,7,50,0,0,0
2020,1,2,8,0,0,0,0
2020,1,2,8,10,0,0,0
2020,1,2,8,20,0,0,0
2020,1,2,8,30,0,0,0
2020,1,2,8,40,0,0,0
2020,1,2,8,50,0,0,0
2020,1,2,9,0,0,0,0
2020,1,2,9,10,0,0,0
2020,1,2,9,20,0,0,0
2020,1,2,9,30,0,0,0
2020,1,2,9,40,0,0,0
2020,1,2,9,50,0,0,0
2020,1,2,10,0,0,0,0
2020,1,2,10,10,0,0,0
2020,1,2,10,20,0,0,0
2020,1,2,10,30,0,0,0
2020,1,2,10,40,0,0,0
2020,1,2,10,50,0,0,0
2020,1,2,11,0,0,0,0
2020,1,2,11,10,0,0,0
2020,1,2,11,20,0,0,0
2020,1,2,11,30,0,0,0
2020,1,2,11,40,0,0,0
2020,1,2,11,50,0,0,0
2020,1,2,12,0,0,0,0
2020,1,2,12,10,0,0,0
2020,1,2,12,20,0,0,0
2020,1,2,12,30,0,0,0
2020,1,2,12,40,0,0,0
2020,1,2,12,50,0,0,0
2020,1,2,13,0,0,0,0
2020,1,2,13,10,0,0,0
2020,1,2,13,20,0,0,0
2020,1,2,13,30,0,0,0
2020,1,2,13,40,0,0,0
2020,1,2,13,50,0,0,0
2020,1,2,14,0,0,0,0
2020,1,2,14,10,0,0,0
2020,1,2,14,20,0,0,0
2020,1,2,14,30,0,0,0
2020,1,2,14,40,0,0,0
2020,1,2,14,50,0,0,0
2020,1,2,15,0,0,0,0
2020,1,2,15,10,0,0,0
2020,1,2,15,20,0,0,0
2020,1,2,15,30,9,9,0
2020,1,2,15,40,25,25,0
2020,1,2,15,50,26,30,49
2020,1,2,16,0,30,30,0
2020,1,2,16,10,45,51,50
2020,1,2,16,20,54,63,60
2020,1,2,16,30,60,100,241
2020,1,2,16,40,73,100,141
2020,1,2,16,50,65,150,413
2020,1,2,17,0,85,145,261
2020,1,2,17,10,100,139,160
2020,1,2,17,20,32,32,0
2020,1,2,17,30,103,107,14
2020,1,2,17,40,94,94,0
2020,1,2,17,50,129,195,212
2020,1,2,18,0,99,99,0
2020,1,2,18,10,136,152,47
2020,1,2,18,20,123,269,424
2020,1,2,18,30,106,302,552
2020,1,2,18,40,147,162,40
2020,1,2,18,50,154,172,49
2020,1,2,19,0,65,65,0
2020,1,2,19,10,136,140,10
2020,1,2,19,20,115,115,0
2020,1,2,19,30,154,167,32
2020,1,2,19,40,147,155,20
2020,1,2,19,50,139,143,11
2020,1,2,20,0,144,151,17
2020,1,2,20,10,138,142,11
2020,1,2,20,20,149,160,28
2020,1,2,20,30,138,143,14
2020,1,2,20,40,149,163,38
2020,1,2,20,50,125,292,461
2020,1,2,21,0,151,235,237
2020,1,2,21,10,99,293,566
2020,1,2,21,20,49,322,821
2020,1,2,21,30,114,116,7
2020,1,2,21,40,110,112,8
2020,1,2,21,50,111,117,22
2020,1,2,22,0,96,97,2
2020,1,2,22,10,100,107,28
2020,1,2,22,20,95,106,43
2020,1,2,22,30,85,140,245
2020,1,2,22,40,79,120,197
2020,1,2,22,50,52,52,0
2020,1,2,23,0,62,69,47
2020,1,2,23,10,44,44,0
2020,1,2,23,20,44,51,61
2020,1,2,23,30,23,23,0
2020,1,2,23,40,23,23,0
2020,1,2,23,50,18,18,0
2020,1,3,0,0,6,6,0
2020,1,3,0,10,0,0,0
2020,1,3,0,20,0,0,0
2020,1,3,0,30,0,0,0
2020,1,3,0,40,0,0,0
2020,1,3,0,50,0,0,0
2020,1,3,1,0,0,0,0
2020,1,3,1,10,0,0,0
2020,1,3,1,20,0,0,0
2020,1,3,1,30,0,0,0
2020,1,3,1,40,0,0,0
2020,1,3,1,50,0,0,0
2020,1,3,2,0,0,0,0
2020,1,3,2,10,0,0,0
2020,1,3,2,20,0,0,0
2020,1,3,2,30,0,0,0
2020,1,3,2,40,0,0,0
2020,1,3,2,50,0,0,0
2020,1,3,3,0,0,0,0
2020,1,3,3,10,0,0,0
2020,1,3,3,20,0,0,0
2020,1,3,3,30,0,0,0
2020,1,3,3,40,0,0,0
2020,1,3,3,50,0,0,0
2020,1,3,4,0,0,0,0
2020,1,3,4,10,0,0,0
2020,1,3,4,20,0,0,0
2020,1,3,4,30,0,0,0
2020,1,3,4,40,0,0,0
2020,1,3,4,50,0,0,0
2020,1,3,5,0,0,0,0
2020,1,3,5,10,0,0,0
2020,1,3,5,20,0,0,0
2020,1,3,5,30,0,0,0
2020,1,3,5,40,0,0,0
2020,1,3,5,50,0,0,0
2020,1,3,6,0,0,0,0
2020,1,3,6,10,0,0,0
2020,1,3,6,20,0,0,0
2020,1,3,6,30,0,0,0
2020,1,3,6,40,0,0,0
2020,1,3,6,50,0,0,0
2020,1,3,7,0,0,0,0
2020,1,3,7,10,0,0,0
2020,1,3,7,20,0,0,0
2020,1,3,7,30,0,0,0
2020,1,3,7,40,0,0,0
2020,1,3,7,50,0,0,0
2020,1,3,8,0,0,0,0
2020,1,3,8,10,0,0,0
2020,1,3,8,20,0,0,0
2020,1,3,8,30,0,0,0
2020,1,3,8,40,0,0,0
2020,1,3,8,50,0,0,0
2020,1,3,9,0,0,0,0
2020,1,3,9,10,0,0,0
2020,1,3,9,20,0,0,0
2020,1,3,9,30,0,0,0
2020,1,3,9,40,0,0,0
2020,1,3,9,50,0,0,0
2020,1,3,10,0,0,0,0
2020,1,3,10,10,0,0,0
2020,1,3,10,20,0,0,0
2020,1,3,10,30,0,0,0
2020,1,3,10,40,0,0,0
2020,1,3,10,50,0,0,0
2020,1,3,11,0,0,0,0
2020,1,3,11,10,0,0,0
2020,1,3,11,20,0,0,0
2020,1,3,11,30,0,0,0
2020,1,3,11,40,0,0,0
2020,1,3,11,50,0,0,0
2020,1,3,12,0,0,0,0
2020,1,3,12,10,0,0,0
2020,1,3,12,20,0,0,0
2020,1,3,12,30,0,0,0
2020,1,3,12,40,0,0,0
2020,1,3,12,50,0,0,0
2020,1,3,13,0,0,0,0
2020,1,3,13,10,0,0,0
2020,1,3,13,20,0,0,0
2020,1,3,13,30,0,0,0
2020,1,3,13,40,0,0,0
2020,1,3,13,50,0,0,0
2020,1,3,14,0,0,0,0
2020,1,3,14,10,0,0,0
2020,1,3,14,20,0,0,0
2020,1,3,14,30,0,0,0
2020,1,3,14,40,0,0,0
2020,1,3,14,50,0,0,0
2020,1,3,15,0,0,0,0
2020,1,3,15,10,0,0,0
2020,1,3,15,20,0,0,0
2020,1,3,15,30,11,11,0
2020,1,3,15,40,24,24,0
2020,1,3,15,50,27,34,101
2020,1,3,16,0,35,53,184
2020,1,3,16,10,43,69,217
2020,1,3,16,20,51,86,238
2020,1,3,16,30,61,65,23
2020,1,3,16,40,73,103,165
2020,1,3,16,50,81,93,58
2020,1,3,17,0,81,81,3
2020,1,3,17,10,80,80,0
2020,1,3,17,20,87,87,0
2020,1,3,17,30,95,95,0
2020,1,3,17,40,97,97,0
2020,1,3,17,50,108,110,4
2020,1,3,18,0,122,129,20
2020,1,3,18,10,128,136,23
2020,1,3,18,20,150,215,188
2020,1,3,18,30,148,168,54
2020,1,3,18,40,156,245,244
2020,1,3,18,50,165,212,126
2020,1,3,19,0,52,52,0
2020,1,3,19,10,88,88,0
2020,1,3,19,20,56,411,917
2020,1,3,19,30,62,420,921
2020,1,3,19,40,61,422,924
2020,1,3,19,50,61,422,924
2020,1,3,20,0,61,420,923
2020,1,3,20,10,61,420,929
2020,1,3,20,20,61,415,926
2020,1,3,20,30,60,409,923
2020,1,3,20,40,52,387,900
2020,1,3,20,50,52,359,843
2020,1,3,21,0,53,372,898
2020,1,3,21,10,143,161,53
2020,1,3,21,20,52,320,803
2020,1,3,21,30,49,308,804
2020,1,3,21,40,60,280,712
2020,1,3,21,50,119,192,249
2020,1,3,22,0,61,243,654
2020,1,3,22,10,105,163,221
2020,1,3,22,20,99,140,167
2020,1,3,22,30,86,143,253
2020,1,3,22,40,72,138,316
2020,1,3,22,50,66,120,290
2020,1,3,23,0,61,96,215
2020,1,3,23,10,51,83,217
2020,1,3,23,20,42,71,240
2020,1,3,23,30,33,55,219
2020,1,3,23,40,26,40,196
2020,1,3,23,50,25,25,0
2020,1,4,0,0,12,12,0
2020,1,4,0,10,0,0,0
2020,1,4,0,20,0,0,0
2020,1,4,0,30,0,0,0
2020,1,4,0,40,0,0,0
2020,1,4,0,50,0,0,0
2020,1,4,1,0,0,0,0
2020,1,4,1,10,0,0,0
2020,1,4,1,20,0,0,0
2020,1,4,1,30,0,0,0
2020,1,4,1,40,0,0,0
2020,1,4,1,50,0,0,0
2020,1,4,2,0,0,0,0
2020,1,4,2,10,0,0,0
2020,1,4,2,20,0,0,0
2020,1,4,2,30,0,0,0
2020,1,4,2,40,0,0,0
2020,1,4,2,50,0,0,0
2020,1,4,3,0,0,0,0
2020,1,4,3,10,0,0,0
2020,1,4,3,20,0,0,0
2020,1,4,3,30,0,0,0
2020,1,4,3,40,0,0,0
2020,1,4,3,50,0,0,0
2020,1,4,4,0,0,0,0
2020,1,4,4,10,0,0,0
2020,1,4,4,20,0,0,0
2020,1,4,4,30,0,0,0
2020,1,4,4,40,0,0,0
2020,1,4,4,50,0,0,0
2020,1,4,5,0,0,0,0
2020,1,4,5,10,0,0,0
2020,1,4,5,20,0,0,0
2020,1,4,5,30,0,0,0
2020,1,4,5,40,0,0,0
2020,1,4,5,50,0,0,0
2020,1,4,6,0,0,0,0
2020,1,4,6,10,0,0,0
2020,1,4,6,20,0,0,0
2020,1,4,6,30,0,0,0
2020,1,4,6,40,0,0,0
2020,1,4,6,50,0,0,0
2020,1,4,7,0,0,0,0
2020,1,4,7,10,0,0,0
2020,1,4,7,20,0,0,0
2020,1,4,7,30,0,0,0
2020,1,4,7,40,0,0,0
2020,1,4,7,50,0,0,0
2020,1,4,8,0,0,0,0
2020,1,4,8,10,0,0,0
2020,1,4,8,20,0,0,0
2020,1,4,8,30,0,0,0
2020,1,4,8,40,0,0,0
2020,1,4,8,50,0,0,0
2020,1,4,9,0,0,0,0
2020,1,4,9,10,0,0,0
2020,1,4,9,20,0,0,0
2020,1,4,9,30,0,0,0
2020,1,4,9,40,0,0,0
2020,1,4,9,50,0,0,0
2020,1,4,10,0,0,0,0
2020,1,4,10,10,0,0,0
2020,1,4,10,20,0,0,0
2020,1,4,10,30,0,0,0
2020,1,4,10,40,0,0,0
2020,1,4,10,50,0,0,0
2020,1,4,11,0,0,0,0
2020,1,4,11,10,0,0,0
2020,1,4,11,20,0,0,0
2020,1,4,11,30,0,0,0
2020,1,4,11,40,0,0,0
2020,1,4,11,50,0,0,0
2020,1,4,12,0,0,0,0
2020,1,4,12,10,0,0,0
2020,1,4,12,20,0,0,0
2020,1,4,12,30,0,0,0
2020,1,4,12,40,0,0,0
2020,1,4,12,50,0,0,0
2020,1,4,13,0,0,0,0
2020,1,4,13,10,0,0,0
2020,1,4,13,20,0,0,0
2020,1,4,13,30,0,0,0
2020,1,4,13,40,0,0,0
2020,1,4,13,50,0,0,0
2020,1,4,14,0,0,0,0
2020,1,4,14,10,0,0,0
2020,1,4,14,20,0,0,0
2020,1,4,14,30,0,0,0
2020,1,4,14,40,0,0,0
2020,1,4,14,50,0,0,0
2020,1,4,15,0,0,0,0
2020,1,4,15,10,0,0,0
2020,1,4,15,20,0,0,0
2020,1,4,15,30,8,8,0
2020,1,4,15,40,18,18,0
2020,1,4,15,50,23,23,0
2020,1,4,16,0,36,40,48
2020,1,4,16,10,32,32,0
2020,1,4,16,20,46,46,0
2020,1,4,16,30,64,72,53
2020,1,4,16,40,68,69,8
2020,1,4,16,50,66,66,0
2020,1,4,17,0,77,77,0
2020,1,4,17,10,72,72,0
2020,1,4,17,20,76,76,0
2020,1,4,17,30,79,79,0
2020,1,4,17,40,94,94,0
2020,1,4,17,50,90,90,0
2020,1,4,18,0,120,125,16
2020,1,4,18,10,110,271,478
2020,1,4,18,20,51,51,0
2020,1,4,18,30,144,159,40
2020,1,4,18,40,161,228,184
2020,1,4,18,50,124,125,2
2020,1,4,19,0,56,56,0
2020,1,4,19,10,90,90,0
2020,1,4,19,20,174,229,141
2020,1,4,19,30,136,321,472
2020,1,4,19,40,141,318,451
2020,1,4,19,50,107,345,607
2020,1,4,20,0,75,368,750
2020,1,4,20,10,170,202,82
2020,1,4,20,20,149,295,380
2020,1,4,20,30,82,348,702
2020,1,4,20,40,159,184,66
2020,1,4,20,50,157,245,240
2020,1,4,21,0,142,260,330
2020,1,4,21,10,147,170,66
2020,1,4,21,20,102,280,530
2020,1,4,21,30,121,240,369
2020,1,4,21,40,130,154,75
2020,1,4,21,50,124,149,83
2020,1,4,22,0,117,165,171
2020,1,4,22,10,108,156,180
2020,1,4,22,20,101,131,119
2020,1,4,22,30,91,107,67
2020,1,4,22,40,83,113,143
2020,1,4,22,50,71,78,33
2020,1,4,23,0,65,79,85
2020,1,4,23,10,55,62,52
2020,1,4,23,20,42,42,0
2020,1,4,23,30,36,47,111
2020,1,4,23,40,27,39,155
2020,1,4,23,50,19,19,10
2020,1,5,0,0,11,11,0
2020,1,5,0,10,0,0,0
2020,1,5,0,20,0,0,0
2020,1,5,0,30,0,0,0
2020,1,5,0,40,0,0,0
2020,1,5,0,50,0,0,0
2020,1,5,1,0,0,0,0
2020,1,5,1,10,0,0,0
2020,1,5,1,20,0,0,0
2020,1,5,1,30,0,0,0
2020,1,5,1,40,0,0,0
2020,1,5,1,50,0,0,0
2020,1,5,2,0,0,0,0
2020,1,5,2,10,0,0,0
2020,1,5,2,20,0,0,0
2020,1,5,2,30,0,0,0
2020,1,5,2,40,0,0,0
2020,1,5,2,50,0,0,0
2020,1,5,3,0,0,0,0
2020,1,5,3,10,0,0,0
2020,1,5,3,20,0,0,0
2020,1,5,3,30,0,0,0
2020,1,5,3,40,0,0,0
2020,1,5,3,50,0,0,0
2020,1,5,4,0,0,0,0
2020,1,5,4,10,0,0,0
2020,1,5,4,20,0,0,0
2020,1,5,4,30,0,0,0
2020,1,5,4,40,0,0,0
2020,1,5,4,50,0,0,0
2020,1,5,5,0,0,0,0
2020,1,5,5,10,0,0,0
2020,1,5,5,20,0,0,0
2020,1,5,5,30,0,0,0
2020,1,5,5,40,0,0,0
2020,1,5,5,50,0,0,0
2020,1,5,6,0,0,0,0
2020,1,5,6,10,0,0,0
2020,1,5,6,20,0,0,0
2020,1,5,6,30,0,0,0
2020,1,5,6,40,0,0,0
2020,1,5,6,50,0,0,0
2020,1,5,7,0,0,0,0
2020,1,5,7,10,0,0,0
2020,1,5,7,20,0,0,0
2020,1,5,7,30,0,0,0
2020,1,5,7,40,0,0,0
2020,1,5,7,50,0,0,0
2020,1,5,8,0,0,0,0
2020,1,5,8,10,0,0,0
2020,1,5,8,20,0,0,0
2020,1,5,8,30,0,0,0
2020,1,5,8,40,0,0,0
2020,1,5,8,50,0,0,0
2020,1,5,9,0,0,0,0
2020,1,5,9,10,0,0,0
2020,1,5,9,20,0,0,0
2020,1,5,9,30,0,0,0
2020,1,5,9,40,0,0,0
2020,1,5,9,50,0,0,0
2020,1,5,10,0,0,0,0
2020,1,5,10,10,0,0,0
2020,1,5,10,20,0,0,0
2020,1,5,10,30,0,0,0
2020,1,5,10,40,0,0,0
2020,1,5,10,50,0,0,0
2020,1,5,11,0,0,0,0
2020,1,5,11,10,0,0,0
2020,1,5,11,20,0,0,0
2020,1,5,11,30,0,0,0
2020,1,5,11,40,0,0,0
2020,1,5,11,50,0,0,0
2020,1,5,12,0,0,0,0
2020,1,5,12,10,0,0,0
2020,1,5,12,20,0,0,0
2020,1,5,12,30,0,0,0
2020,1,5,12,40,0,0,0
2020,1,5,12,50,0,0,0
2020,1,5,13,0,0,0,0
2020,1,5,13,10,0,0,0
2020,1,5,13,20,0,0,0
2020,1,5,13,30,0,0,0
2020,1,5,13,40,0,0,0
2020,1,5,13,50,0,0,0
2020,1,5,14,0,0,0,0
2020,1,5,14,10,0,0,0
2020,1,5,14,20,0,0,0
2020,1,5,14,30,0,0,0
2020,1,5,14,40,0,0,0
2020,1,5,14,50,0,0,0
2020,1,5,15,0,0,0,0
2020,1,5,15,10,0,0,0
2020,1,5,15,20,0,0,0
2020,1,5,15,30,10,10,0
2020,1,5,15,40,25,25,0
2020,1,5,15,50,27,34,98
2020,1,5,16,0,32,32,0
2020,1,5,16,10,45,52,58
2020,1,5,16,20,51,87,244
2020,1,5,16,30,62,97,208
2020,1,5,16,40,59,133,391
2020,1,5,16,50,73,140,317
2020,1,5,17,0,93,119,115
2020,1,5,17,10,78,186,437
2020,1,5,17,20,22,22,0
2020,1,5,17,30,77,231,547
2020,1,5,17,40,61,310,839
2020,1,5,17,50,65,278,685
2020,1,5,18,0,91,275,564
2020,1,5,18,10,120,260,416
2020,1,5,18,20,132,261,369
2020,1,5,18,30,93,314,617
2020,1,5,18,40,78,335,701
2020,1,5,18,50,52,376,864
2020,1,5,19,0,126,318,504
2020,1,5,19,10,113,334,574
2020,1,5,19,20,160,287,327
2020,1,5,19,30,168,276,274
2020,1,5,19,40,177,248,181
2020,1,5,19,50,176,254,200
2020,1,5,20,0,162,180,45
2020,1,5,20,10,175,236,156
2020,1,5,20,20,171,208,96
2020,1,5,20,30,156,172,41
2020,1,5,20,40,144,153,24
2020,1,5,20,50,133,137,12
2020,1,5,21,0,113,113,0
2020,1,5,21,10,145,163,51
2020,1,5,21,20,104,104,0
2020,1,5,21,30,120,124,13
2020,1,5,21,40,130,202,229
2020,1,5,21,50,77,77,0
2020,1,5,22,0,119,163,156
2020,1,5,22,10,71,71,0
2020,1,5,22,20,103,130,110
2020,1,5,22,30,87,92,21
2020,1,5,22,40,82,124,197
2020,1,5,22,50,75,99,125
2020,1,5,23,0,61,63,8
2020,1,5,23,10,44,44,0
2020,1,5,23,20,47,54,57
2020,1,5,23,30,32,32,0
2020,1,5,23,40,26,26,0
2020,1,5,23,50,19,19,4
2020,1,6,0,0,12,12,0
2020,1,6,0,10,0,0,0
2020,1,6,0,20,0,0,0
2020,1,6,0,30,0,0,0
2020,1,6,0,40,0,0,0
2020,1,6,0,50,0,0,0
2020,1,6,1,0,0,0,0
2020,1,6,1,10,0,0,0
2020,1,6,1,20,0,0,0
2020,1,6,1,30,0,0,0
2020,1,6,1,40,0,0,0
2020,1,6,1,50,0,0,0
2020,1,6,2,0,0,0,0
2020,1,6,2,10,0,0,0
2020,1,6,2,20,0,0,0
2020,1,6,2,30,0,0,0
2020,1,6,2,40,0,0,0
2020,1,6,2,50,0,0,0
2020,1,6,3,0,0,0,0
2020,1,6,3,10,0,0,0
2020,1,6,3,20,0,0,0
2020,1,6,3,30,0,0,0
2020,1,6,3,40,0,0,0
2020,1,6,3,50,0,0,0
2020,1,6,4,0,0,0,0
2020,1,6,4,10,0,0,0
2020,1,6,4,20,0,0,0
2020,1,6,4,30,0,0,0
2020,1,6,4,40,0,0,0
2020,1,6,4,50,0,0,0
2020,1,6,5,0,0,0,0
2020,1,6,5,10,0,0,0
2020,1,6,5,20,0,0,0
2020,1,6,5,30,0,0,0
2020,1,6,5,40,0,0,0
2020,1,6,5,50,0,0,0
2020,1,6,6,0,0,0,0
2020,1,6,6,10,0,0,0
2020,1,6,6,20,0,0,0
2020,1,6,6,30,0,0,0
2020,1,6,6,40,0,0,0
2020,1,6,6,50,0,0,0
2020,1,6,7,0,0,0,0
2020,1,6,7,10,0,0,0
2020,1,6,7,20,0,0,0
2020,1,6,7,30,0,0,0
2020,1,6,7,40,0,0,0
2020,1,6,7,50,0,0,0
2020,1,6,8,0,0,0,0
2020,1,6,8,10,0,0,0
2020,1,6,8,20,0,0,0
2020,1,6,8,30,0,0,0
2020,1,6,8,40,0,0,0
2020,1,6,8,50,0,0,0
2020,1,6,9,0,0,0,0
2020,1,6,9,10,0,0,0
2020,1,6,9,20,0,0,0
2020,1,6,9,30,0,0,0
2020,1,6,9,40,0,0,0
2020,1,6,9,50,0,0,0
2020,1,6,10,0,0,0,0
2020,1,6,10,10,0,0,0
2020,1,6,10,20,0,0,0
2020,1,6,10,30,0,0,0
2020,1,6,10,40,0,0,0
2020,1,6,10,50,0,0,0
